Thời gian;Người gửi;Nội dung
2026-01-16 21:41:08;Lê Ngọc Tuyền;=))))))
2026-01-16 21:41:08;Mai Quỳnh Anh;h lại cần tongtai học tập hk
2026-01-16 21:41:10;Mai Quỳnh Anh;=))))))))))
2026-01-16 21:41:12;Lê Ngọc Tuyền;để tongtai tự đi cua i
2026-01-16 21:41:18;Lê Ngọc Tuyền;chứ khong z khổ cgai ngta
2026-01-16 21:41:18;Hà Đăng Khôi;=)))
2026-01-16 21:41:18;Lê Ngọc Tuyền;:>
2026-01-16 21:41:25;Nghĩa Đoàn;này còn khó hơn:)))
2026-01-16 21:41:35;Hà Đăng Khôi;ca này khó :>
2026-01-16 21:41:41;Lê Ngọc Tuyền;haiz :>
2026-01-16 21:41:43;Nghĩa Đoàn;có thể là tự để bản thân uncrush trc khi nghĩ tới việc đi cua
2026-01-16 21:41:55;Mai Quỳnh Anh;ê xao nết dống tui z
2026-01-16 21:41:56;Lê Ngọc Tuyền;=))
2026-01-16 21:41:57;Mai Quỳnh Anh;=))))))))
2026-01-16 21:42:03;Mai Quỳnh Anh;nhma tui alf con gái
2026-01-16 21:42:04;Hà Đăng Khôi;tại saoooooo =)))
2026-01-16 21:42:04;Mai Quỳnh Anh;omg
2026-01-16 21:42:08;Mai Quỳnh Anh;tongtai sao z
2026-01-16 21:42:09;Mai Quỳnh Anh;=)))))
2026-01-16 21:42:12;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:42:19;Lê Ngọc Tuyền;1 ng trải qua 2 lần yêu chia sẻ :
2026-01-16 21:42:23;Lê Ngọc Tuyền;ủa mà 2 ng này
2026-01-16 21:42:24;Hà Đăng Khôi;nma nói chứ HK cũng v
2026-01-16 21:42:25;Hà Đăng Khôi;=))))
2026-01-16 21:42:26;Lê Ngọc Tuyền;hong nghĩ là
2026-01-16 21:42:27;Nghĩa Đoàn;tại toi sợ ty:>
2026-01-16 21:42:29;Lê Ngọc Tuyền;có 1 ng
2026-01-16 21:42:31;Lê Ngọc Tuyền;chia sẻ nè
2026-01-16 21:42:38;Hà Đăng Khôi;cr bạn 9 tháng :>
2026-01-16 21:42:39;Lê Ngọc Tuyền;làm dì cũm đượt làm chung nè
2026-01-16 21:42:44;Hà Đăng Khôi;cũng ngắn ngắn
2026-01-16 21:42:46;Nghĩa Đoàn;phiền lắm:>
2026-01-16 21:42:47;Lê Ngọc Tuyền;dỡn dui nè
2026-01-16 21:42:51;Nghĩa Đoàn;làm riêng cho thoải mái:>
2026-01-16 21:42:55;Lê Ngọc Tuyền;trời ơi
2026-01-16 21:43:02;Mai Quỳnh Anh;ngắn dữ chx=))))
2026-01-16 21:43:02;Lê Ngọc Tuyền;thoi tui mời TN dô chùa nha
2026-01-16 21:43:04;Lê Ngọc Tuyền;=))
2026-01-16 21:43:09;Nghĩa Đoàn;này dỡn với bạn dễ hơn:)))
2026-01-16 21:43:11;Lê Ngọc Tuyền;ụa ai
2026-01-16 21:43:13;Mai Quỳnh Anh;má=)))))))
2026-01-16 21:43:14;Mai Quỳnh Anh;chịu rồi
2026-01-16 21:43:18;Hà Đăng Khôi;so với 7 năm của ai đó =)))
2026-01-16 21:43:22;Mai Quỳnh Anh;đúng
2026-01-16 21:43:23;Mai Quỳnh Anh;=))))))))
2026-01-16 21:43:24;Nghĩa Đoàn;dỡn với ny dễ giận nhau lắm
2026-01-16 21:43:24;Lê Ngọc Tuyền;=)))
2026-01-16 21:43:26;Nghĩa Đoàn;+1 phiền
2026-01-16 21:43:27;Nghĩa Đoàn;:))))
2026-01-16 21:43:34;Lê Ngọc Tuyền;ụa dận cũng nhõng nhẽo thoi trời=))))))))))))
2026-01-16 21:43:35;Nghĩa Đoàn;thôi, đừng dụ tongtai yêu:)))
2026-01-16 21:43:39;Lê Ngọc Tuyền;ổng nói cái tui bị tự ái á
2026-01-16 21:43:39;Lê Ngọc Tuyền;=))
2026-01-16 21:43:50;Nghĩa Đoàn;cth-my bạn thân cố cả năm 12 còn ko đc
2026-01-16 21:43:51;Mai Quỳnh Anh;=))))))))))))
2026-01-16 21:44:06;Nghĩa Đoàn;thuyền cứng cho tới khi lên dhoc vẫn còn cập nhật tình hình cho tongtai
2026-01-16 21:44:12;Lê Ngọc Tuyền;:>
2026-01-16 21:44:18;Mai Quỳnh Anh;=)))))))))))
2026-01-16 21:44:19;Mai Quỳnh Anh;dữ z tr
2026-01-16 21:44:22;Lê Ngọc Tuyền;toi nghĩ nha
2026-01-16 21:44:24;Hà Đăng Khôi;=)))))))))))
2026-01-16 21:44:25;Lê Ngọc Tuyền;mấy ng như tongtai á
2026-01-16 21:44:28;Lê Ngọc Tuyền;sẽ có tình đầu
2026-01-16 21:44:33;Lê Ngọc Tuyền;là 1 chiếc trap mạnh
2026-01-16 21:44:39;Lê Ngọc Tuyền;xong tỉnh ra là thèm iu à =))
2026-01-16 21:44:40;Mai Quỳnh Anh;=))))))))))))))))) ơ kè
2026-01-16 21:44:41;Nghĩa Đoàn;tới khúc bã có bồ là dừng gòi:>
2026-01-16 21:44:45;Hà Đăng Khôi;nói z tongtai hết dám yêu
2026-01-16 21:44:46;Nghĩa Đoàn;thuyền gì nổi nữa
2026-01-16 21:44:51;Mai Quỳnh Anh;ýe
2026-01-16 21:44:51;Hà Đăng Khôi;mặc dù giờ cũng v
2026-01-16 21:44:52;Mai Quỳnh Anh;=)))))
2026-01-16 21:44:53;Hà Đăng Khôi;:>
2026-01-16 21:45:00;Nghĩa Đoàn;hk phải bị xong là ế tới già hả:>
2026-01-16 21:45:02;Lê Ngọc Tuyền;hong nhma thiệt là dị á=0))
2026-01-16 21:45:08;Hà Đăng Khôi;=))))))))))))
2026-01-16 21:45:15;Lê Ngọc Tuyền;ý là 1 ng đủ sức để thu hút tongtai sẽ là 1 chiếc trap
2026-01-16 21:45:17;Lê Ngọc Tuyền;kinh nghiệm =))
2026-01-16 21:45:19;Hà Đăng Khôi;=))))))))
2026-01-16 21:45:29;Lê Ngọc Tuyền;=))
2026-01-16 21:45:37;Mai Quỳnh Anh;nhma bn đó hok có totinh vì bn kia nhiều ny quá=))))))) red ác lun á
2026-01-16 21:45:54;Hà Đăng Khôi;như hk giờ là nói kh với yêu đương
2026-01-16 21:45:56;Hà Đăng Khôi;=)))))))
2026-01-16 21:46:01;Lê Ngọc Tuyền;troi oi
2026-01-16 21:46:08;Mai Quỳnh Anh;má oi cái gr này
2026-01-16 21:46:09;Mai Quỳnh Anh;=))))))
2026-01-16 21:46:11;Lê Ngọc Tuyền;sao cái nhóm này có mk tui tin vào tình yêu dẫy =))
2026-01-16 21:46:11;Mai Quỳnh Anh;1 ông thì
2026-01-16 21:46:15;Nghĩa Đoàn;toi thấy bản thân toi tệ, rất tệ khi yêu nên thôi đừng hại con gái nhà ngta:>
2026-01-16 21:46:18;Lê Ngọc Tuyền;tui lan toả ko nổi với cía nhóm này
2026-01-16 21:46:19;Lê Ngọc Tuyền;=))
2026-01-16 21:46:21;Nghĩa Đoàn;dừng lại đi:)))
2026-01-16 21:46:27;Mai Quỳnh Anh;"trg mik toàn nam
1 ông bị cắm sừng xong sợ
1 ông đi tu"
2026-01-16 21:46:29;Mai Quỳnh Anh;??=))))
2026-01-16 21:46:35;Lê Ngọc Tuyền;=))
2026-01-16 21:46:36;Lê Ngọc Tuyền;thua gòi
2026-01-16 21:46:47;Hà Đăng Khôi;ai thay tui qua e2 cắn ổng cái coi :>
2026-01-16 21:46:50;Mai Quỳnh Anh;=))))))))))))
2026-01-16 21:46:55;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:46:57;Mai Quỳnh Anh;tui thuộc team 50:50
2026-01-16 21:46:58;Hà Đăng Khôi;HK sắp bệnh r kh di nổi =)))
2026-01-16 21:46:58;Lê Ngọc Tuyền;=))))
2026-01-16 21:46:59;Nghĩa Đoàn;đang còn quán cf nhé:>
2026-01-16 21:47:02;Mai Quỳnh Anh;chọn kĩ mà toàn sai
2026-01-16 21:47:03;Mai Quỳnh Anh;=)))))
2026-01-16 21:47:07;Hà Đăng Khôi;giangnam hả
2026-01-16 21:47:07;Hà Đăng Khôi;:.
2026-01-16 21:47:09;Nghĩa Đoàn;í là bạn 12 có rung rinh thiệt:))
2026-01-16 21:47:11;Nghĩa Đoàn;cũng suy nghĩ á
2026-01-16 21:47:14;Hà Đăng Khôi;để e cử người qua
2026-01-16 21:47:14;Lê Ngọc Tuyền;ê tui đã lọc kĩ
2026-01-16 21:47:20;Nghĩa Đoàn;1 tuần xong nghĩ là hk nên yêu:)))
2026-01-16 21:47:22;Mai Quỳnh Anh;đúng=)))))))
2026-01-16 21:47:22;Lê Ngọc Tuyền;và lọc mấy cái huy chương bạc toán quốc tế
2026-01-16 21:47:23;Lê Ngọc Tuyền;=))
2026-01-16 21:47:36;Hà Đăng Khôi;=))))))))))
2026-01-16 21:47:41;Hà Đăng Khôi;lọc kỹ quá bà
2026-01-16 21:47:43;Hà Đăng Khôi;=)))))
2026-01-16 21:47:44;Lê Ngọc Tuyền;=)))
2026-01-16 21:47:47;Nghĩa Đoàn;NT anti HK đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:47:49;Lê Ngọc Tuyền;nói chứ
2026-01-16 21:47:53;Mai Quỳnh Anh;=)))))))))))))
2026-01-16 21:47:55;Lê Ngọc Tuyền;cái đó là ko có duyên:>
2026-01-16 21:48:01;Mai Quỳnh Anh;lọc dữ lun á
2026-01-16 21:48:02;Mai Quỳnh Anh;=))))))))))))))))))
2026-01-16 21:48:06;Lê Ngọc Tuyền;=))))
2026-01-16 21:48:08;Lê Ngọc Tuyền;ai mà ngờ đou :>
2026-01-16 21:48:19;Nghĩa Đoàn;để toi đi soi
2026-01-16 21:48:29;Nghĩa Đoàn;hcb toán quốc tế dễ soi
2026-01-16 21:48:31;Mai Quỳnh Anh;lần sau cái lọc kín kín th nha hở dữ z=))))))
2026-01-16 21:48:34;Lê Ngọc Tuyền;à
2026-01-16 21:48:35;Hà Đăng Khôi;kh phải sợ
2026-01-16 21:48:36;Lê Ngọc Tuyền;tui còn kb á
2026-01-16 21:48:38;Lê Ngọc Tuyền;=)))
2026-01-16 21:48:46;Lê Ngọc Tuyền;có gì đâu mà soi
2026-01-16 21:48:47;Hà Đăng Khôi;mà là giờ kh có nhu cầu có ty trong cuộc đời :>
2026-01-16 21:48:54;Lê Ngọc Tuyền;ê cái đó gọi là gì ta
2026-01-16 21:48:58;Lê Ngọc Tuyền;nốt chiêu sa hả
2026-01-16 21:49:05;Lê Ngọc Tuyền;gì gì đó =))
2026-01-16 21:49:06;Nghĩa Đoàn;hi, coi ngta yêu xong ngta đau khổ là đủ rồi:>
2026-01-16 21:49:07;Mai Quỳnh Anh;chu*
2026-01-16 21:49:08;Mai Quỳnh Anh;=))))))))
2026-01-16 21:49:14;Nghĩa Đoàn;ko có nhu cầu tự trải nghiệm:>
2026-01-16 21:49:16;Lê Ngọc Tuyền;dạ =))))
2026-01-16 21:49:17;Mai Quỳnh Anh;nhma nó là từng có rồi á
2026-01-16 21:49:18;Mai Quỳnh Anh;này chx có
2026-01-16 21:49:19;Mai Quỳnh Anh;=))))))
2026-01-16 21:49:20;Hà Đăng Khôi;nói e hả a :>
2026-01-16 21:49:24;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:49:31;Lê Ngọc Tuyền;=)))
2026-01-16 21:49:33;Mai Quỳnh Anh;@Lê Ngọc Tuyền khai sáng ổng đy
2026-01-16 21:49:38;Nghĩa Đoàn;e là mới +1 dô dsach của tongtai:))
2026-01-16 21:49:39;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:49:53;Hà Đăng Khôi;=)))))))))))))
2026-01-16 21:49:57;Lê Ngọc Tuyền;=)))))))))))))
2026-01-16 21:50:05;Lê Ngọc Tuyền;thra là đợt
2026-01-16 21:50:10;Lê Ngọc Tuyền;tui cũng ấy
2026-01-16 21:50:17;Lê Ngọc Tuyền;mới ổn định lại htoi
2026-01-16 21:50:24;Lê Ngọc Tuyền;=)))
2026-01-16 21:50:27;Lê Ngọc Tuyền;nên ko dám nhả vía :>
2026-01-16 21:50:31;Nghĩa Đoàn;í có đợt, bã mua btt cho tui:))
2026-01-16 21:50:32;Mai Quỳnh Anh;=))))))))
2026-01-16 21:50:44;Lê Ngọc Tuyền;btt là cgi
2026-01-16 21:50:45;Nghĩa Đoàn;xong nhắn tui ra quán lấy, xong lúc đó đang bận gì á
2026-01-16 21:50:46;Mai Quỳnh Anh;"btt??:"">>"
2026-01-16 21:50:52;Nghĩa Đoàn;bánh tráng trộn
2026-01-16 21:50:55;Lê Ngọc Tuyền;má
2026-01-16 21:50:55;Mai Quỳnh Anh;à
2026-01-16 21:50:56;Lê Ngọc Tuyền;vãi ò
2026-01-16 21:50:57;Nghĩa Đoàn;mấy đứa yếu nghề quá
2026-01-16 21:50:58;Lê Ngọc Tuyền;TN
2026-01-16 21:51:03;Mai Quỳnh Anh;=))))))))))))))
2026-01-16 21:51:05;Lê Ngọc Tuyền;TN
2026-01-16 21:51:05;Mai Quỳnh Anh;má
2026-01-16 21:51:06;Nghĩa Đoàn;toi hảo btt có tiếng ở trg:)
2026-01-16 21:51:09;Mai Quỳnh Anh;ai lại mua đó bao dờ
2026-01-16 21:51:10;Mai Quỳnh Anh;:(
2026-01-16 21:51:21;Lê Ngọc Tuyền;TN khom xún lấy hở
2026-01-16 21:51:23;Lê Ngọc Tuyền;hời oi
2026-01-16 21:51:25;Mai Quỳnh Anh;à
2026-01-16 21:51:26;Nghĩa Đoàn;í đó là món duy nhất khi hỏi lũ bạn là TN nó thích ăn món gì:>
2026-01-16 21:51:26;Mai Quỳnh Anh;=))))))))))))))))
2026-01-16 21:51:43;Nghĩa Đoàn;khum, bạn rủ ra quán, xong lúc đó tui bận nhì á nên ko ra
2026-01-16 21:51:45;Lê Ngọc Tuyền;thoi đưa in4 đi ngtuyen cua b đó chữa lành b đó cho
2026-01-16 21:51:46;Lê Ngọc Tuyền;:>
2026-01-16 21:51:59;Mai Quỳnh Anh;=))))))))))))))))))
2026-01-16 21:52:00;Nghĩa Đoàn;í là vẫn ko nghĩ tới dụ ty gì nha, vẫn thấy lạ tự nhiên nó rủ mình ăn chi:)))
2026-01-16 21:52:00;Mai Quỳnh Anh;ê nha
2026-01-16 21:52:02;Lê Ngọc Tuyền;chứ ngta cỡ đó gòi
2026-01-16 21:52:09;Lê Ngọc Tuyền;ông cố ơi
2026-01-16 21:52:11;Lê Ngọc Tuyền;thua
2026-01-16 21:52:11;Lê Ngọc Tuyền;:>
2026-01-16 21:52:14;Nghĩa Đoàn;nhma nếu ko bận chắc đi ra ăn thiệt :)))
2026-01-16 21:52:16;Nghĩa Đoàn;xong bận
2026-01-16 21:52:16;Hà Đăng Khôi;=)))))))
2026-01-16 21:52:17;Mai Quỳnh Anh;đi tu được rồi tongtai....
2026-01-16 21:52:17;Triêm Đoàn;Nhắc bánh trángp
2026-01-16 21:52:22;Lê Ngọc Tuyền;đi tu đi
2026-01-16 21:52:23;Lê Ngọc Tuyền;:>
2026-01-16 21:52:31;Nghĩa Đoàn;cái kêu ko đc, xong nó đặt bà chủ quán làm xong kêu nào hết đi bộ ra quán lấy:)))
2026-01-16 21:52:40;Lê Ngọc Tuyền;hời ơi
2026-01-16 21:52:44;Lê Ngọc Tuyền;tui còn rung rinh
2026-01-16 21:52:44;Hà Đăng Khôi;=)))))))
2026-01-16 21:52:48;Mai Quỳnh Anh;má
2026-01-16 21:52:51;Mai Quỳnh Anh;tốt cỡ đó
2026-01-16 21:52:51;Mai Quỳnh Anh;=)))
2026-01-16 21:52:53;Nghĩa Đoàn;tiếc quá tongtai bận tới tối xong vẫn ko có ăn:>
2026-01-16 21:52:58;Nghĩa Đoàn;gòi hết:))
2026-01-16 21:52:58;Lê Ngọc Tuyền;hẹ hẹ tui cgai nhma cũng mê gái với cũng thương hoa tiếc ngọc
2026-01-16 21:52:59;Lê Ngọc Tuyền;=))
2026-01-16 21:53:06;Mai Quỳnh Anh;=))))))))))
2026-01-16 21:53:08;Lê Ngọc Tuyền;haiz
2026-01-16 21:53:08;Hà Đăng Khôi;=)))
2026-01-16 21:53:10;Nghĩa Đoàn;toi biết toi tệ:>
2026-01-16 21:53:10;Mai Quỳnh Anh;má
2026-01-16 21:53:12;Mai Quỳnh Anh;:(
2026-01-16 21:53:13;Nghĩa Đoàn;mấy e ko cần chửi
2026-01-16 21:53:14;Mai Quỳnh Anh;chán tongtai
2026-01-16 21:53:15;Nghĩa Đoàn;tự toi biết
2026-01-16 21:53:18;Nghĩa Đoàn;tự toi xloi rồi
2026-01-16 21:53:20;Hà Đăng Khôi;chửi
2026-01-16 21:53:21;Hà Đăng Khôi;:>
2026-01-16 21:53:27;Lê Ngọc Tuyền;=)))))))))
2026-01-16 21:53:28;Lê Ngọc Tuyền;thoi
2026-01-16 21:53:31;Mai Quỳnh Anh;vẫn chửi
2026-01-16 21:53:32;Mai Quỳnh Anh;=))))))
2026-01-16 21:53:35;Nghĩa Đoàn;nhma xloi kiểu bb thôi chớ lúc đó vẫn ko nghĩ là ty gì hết:))))
2026-01-16 21:53:36;Lê Ngọc Tuyền;kêu b đó qua cua HK đy
2026-01-16 21:53:37;Lê Ngọc Tuyền;troi oi
2026-01-16 21:53:39;Lê Ngọc Tuyền;=)))
2026-01-16 21:53:49;Lê Ngọc Tuyền;ê ổng có khi vẫn còn giống tui năm 11
2026-01-16 21:53:50;Lê Ngọc Tuyền;=))
2026-01-16 21:53:50;Hà Đăng Khôi;hoi camon nha =)))
2026-01-16 21:53:53;Lê Ngọc Tuyền;kiểu chưa biet iu =))
2026-01-16 21:54:00;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:54:02;Nghĩa Đoàn;NT anti HK đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:54:12;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:54:15;Mai Quỳnh Anh;=)))))))))))
2026-01-16 21:54:17;Mai Quỳnh Anh;má
2026-01-16 21:54:19;Mai Quỳnh Anh;ê nha tr
2026-01-16 21:54:25;Lê Ngọc Tuyền;thoi chịu òi
2026-01-16 21:54:30;Mai Quỳnh Anh;tui bt chỉ là lp 12 tui ms quen th
2026-01-16 21:54:31;Mai Quỳnh Anh;=)))))))
2026-01-16 21:54:32;Lê Ngọc Tuyền;hnay lại nổ quá nhiều thông tin qtrong òi
2026-01-16 21:54:33;Lê Ngọc Tuyền;:>
2026-01-16 21:54:36;Mai Quỳnh Anh;mn là ng ngoài hành tinh hả
2026-01-16 21:54:38;Mai Quỳnh Anh;🥹
2026-01-16 21:54:47;Lê Ngọc Tuyền;=))
2026-01-16 21:54:51;Hà Đăng Khôi;kh ai là bth trong gr này :>
2026-01-16 21:54:55;Lê Ngọc Tuyền;ụa
2026-01-16 21:54:56;Lê Ngọc Tuyền;tui chi
2026-01-16 21:55:01;Mai Quỳnh Anh;tui nè
2026-01-16 21:55:02;Mai Quỳnh Anh;=)))
2026-01-16 21:55:02;Lê Ngọc Tuyền;tui bth mà mom
2026-01-16 21:55:05;Lê Ngọc Tuyền;=))))))))
2026-01-16 21:55:09;Mai Quỳnh Anh;đúng
2026-01-16 21:55:12;Mai Quỳnh Anh;3 ông ấy th
2026-01-16 21:55:17;Mai Quỳnh Anh;tui vs bà ntuyen bth
2026-01-16 21:55:18;Mai Quỳnh Anh;=)))))
2026-01-16 21:55:18;Hà Đăng Khôi;=)))))))))))))))))
2026-01-16 21:55:19;Lê Ngọc Tuyền;HT cũng coá làm dì xai đou
2026-01-16 21:55:20;Lê Ngọc Tuyền;>
2026-01-16 21:55:22;Nghĩa Đoàn;tongtai tệ thôi chớ có bất tg âu:>
2026-01-16 21:55:29;Lê Ngọc Tuyền;ụa tính ra
2026-01-16 21:55:31;Lê Ngọc Tuyền;nguyên gr bth mà
2026-01-16 21:55:32;Hà Đăng Khôi;là ai nói HT vậy
2026-01-16 21:55:33;Lê Ngọc Tuyền;=)))))))))))))
2026-01-16 21:55:38;Lê Ngọc Tuyền;=)))))))))))))))))))))))))
2026-01-16 21:55:38;Nghĩa Đoàn;NT anti HK đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:55:42;Triêm Đoàn;Ê nhe
2026-01-16 21:55:43;Lê Ngọc Tuyền;toi xinloi
2026-01-16 21:55:43;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:55:44;Lê Ngọc Tuyền;:>
2026-01-16 21:55:51;Mai Quỳnh Anh;tệ đó
2026-01-16 21:55:52;Mai Quỳnh Anh;=)))))
2026-01-16 21:55:53;Nghĩa Đoàn;nghe là biết NT:>
2026-01-16 21:55:55;Mai Quỳnh Anh;tui tốt
2026-01-16 21:55:58;Mai Quỳnh Anh;ê trc thì
2026-01-16 21:56:03;Mai Quỳnh Anh;TN tranh ng tốt vs tui
2026-01-16 21:56:06;Mai Quỳnh Anh;h tui win rồi
2026-01-16 21:56:07;Mai Quỳnh Anh;hehe
2026-01-16 21:56:10;Mai Quỳnh Anh;=))))))
2026-01-16 21:56:10;Hà Đăng Khôi;ê thật ra HT kể một hồi tui chỉ nhớ mỗi câu này của NT
2026-01-16 21:56:12;Hà Đăng Khôi;=)))))))))))))))))
2026-01-16 21:56:17;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:56:21;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:56:23;Triêm Đoàn;Tin dou ra
2026-01-16 21:56:24;Lê Ngọc Tuyền;tóm tắt vội
2026-01-16 21:56:26;Nghĩa Đoàn;ko nhé, toi tốt vì biết bản thân có tính tệ nên ko phiền ai hết:>
2026-01-16 21:56:27;Lê Ngọc Tuyền;thì nó ra dẫy á
2026-01-16 21:56:28;Lê Ngọc Tuyền;=))
2026-01-16 21:56:32;Nghĩa Đoàn;ko dây dưa:))
2026-01-16 21:56:34;Lê Ngọc Tuyền;kiểu nhờ AI tomtat mà
2026-01-16 21:56:41;Lê Ngọc Tuyền;metuyen AI tóm tắt đc nhiêu đó thoi
2026-01-16 21:56:42;Lê Ngọc Tuyền;:>
2026-01-16 21:56:46;Lê Ngọc Tuyền;ê tui
2026-01-16 21:56:49;Lê Ngọc Tuyền;thấy v đc
2026-01-16 21:56:50;Nghĩa Đoàn;NT anti HK đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:56:50;Lê Ngọc Tuyền;ko tệ nha
2026-01-16 21:56:53;Mai Quỳnh Anh;=)))))) nhma tệ vs ng ta
2026-01-16 21:56:54;Mai Quỳnh Anh;tr oi
2026-01-16 21:56:56;Lê Ngọc Tuyền;tui ko vote tongtai tệ
2026-01-16 21:57:06;Lê Ngọc Tuyền;mấy tk dây dưa mới tệ
2026-01-16 21:57:10;Nghĩa Đoàn;dính dô xong chừng tệ hơn nữa đóa:>
2026-01-16 21:57:11;Mai Quỳnh Anh;=)))))))
2026-01-16 21:57:12;Mai Quỳnh Anh;cx đúng
2026-01-16 21:57:16;Nghĩa Đoàn;đau ngắn còn hơn đau dài:>
2026-01-16 21:57:16;Mai Quỳnh Anh;nhma qa vẫn win
2026-01-16 21:57:18;Mai Quỳnh Anh;":"">>"
2026-01-16 21:57:18;Lê Ngọc Tuyền;ê đợt tui kể cái tk tệ tệ trường tui á
2026-01-16 21:57:24;Lê Ngọc Tuyền;nó xoa đầu tui xong tui chửi
2026-01-16 21:57:25;Hà Đăng Khôi;ụa v tất cả ngồi tròn lớp sao cho tui ra hành lang đứng =)))
2026-01-16 21:57:32;Lê Ngọc Tuyền;xong đợt văn nghệ nó chở tui đi mua đồ
2026-01-16 21:57:37;Lê Ngọc Tuyền;xong nó cứ kiểu thắng gấp á
2026-01-16 21:57:40;Lê Ngọc Tuyền;t xuống đi bộ
2026-01-16 21:57:41;Lê Ngọc Tuyền;=))
2026-01-16 21:57:43;Mai Quỳnh Anh;Dừng lại điiii đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:57:45;Lê Ngọc Tuyền;bích cửa nha cục cưng
2026-01-16 21:57:59;Mai Quỳnh Anh;=)))))))))))))))
2026-01-16 21:58:03;Lê Ngọc Tuyền;Lê Ngọc Tuyền đã bày tỏ cảm xúc 😆 về tin nhắn của bạn 
2026-01-16 21:58:04;Mai Quỳnh Anh;má
2026-01-16 21:58:07;Mai Quỳnh Anh;cỡ đó hok đó
2026-01-16 21:58:11;Mai Quỳnh Anh;gr này có tui bth à
2026-01-16 21:58:12;Lê Ngọc Tuyền;anti mấy tk đó lắm =))
2026-01-16 21:58:23;Nghĩa Đoàn;thật ra thì đợt đi vô khu qsu có gặp lại:))
2026-01-16 21:58:24;Mai Quỳnh Anh;ê hok thật ra là
2026-01-16 21:58:30;Lê Ngọc Tuyền;nhma thra tk đó nó sẽ là TN nếu TN chịu quen đại á
2026-01-16 21:58:37;Mai Quỳnh Anh;tui ghost cx ác
2026-01-16 21:58:38;Mai Quỳnh Anh;=))))))))
2026-01-16 21:58:38;Lê Ngọc Tuyền;nó quen thiệt nhma 1 tháng nó chán
2026-01-16 21:58:39;Lê Ngọc Tuyền;:>
2026-01-16 21:58:43;Lê Ngọc Tuyền;sao sao
2026-01-16 21:58:44;Mai Quỳnh Anh;omg=)))))
2026-01-16 21:58:51;Nghĩa Đoàn;kiểu lúc đó sẽ bắt taxi để đem đồ dô í, xong ô bạn rủ đi chung xe với nó:>
2026-01-16 21:59:00;Lê Ngọc Tuyền;=)))))))))))))))
2026-01-16 21:59:02;Nghĩa Đoàn;xong tới nơi thì biết có bà kia nữa:>
2026-01-16 21:59:07;Lê Ngọc Tuyền;ô
2026-01-16 21:59:08;Lê Ngọc Tuyền;gòi xao
2026-01-16 21:59:15;Nghĩa Đoàn;mà ô bạn ko bt nhì đâu, ô đóa là ng ko bt nhì hết:)))
2026-01-16 21:59:24;Lê Ngọc Tuyền;oi nhma nổ in4 cho tụi tui ngắm thử với
2026-01-16 21:59:24;Lê Ngọc Tuyền;=)))
2026-01-16 21:59:26;Nghĩa Đoàn;những ng biết đều ko học ở cái trg này:)
2026-01-16 21:59:29;Lê Ngọc Tuyền;à à
2026-01-16 21:59:30;Mai Quỳnh Anh;+1
2026-01-16 21:59:42;Nghĩa Đoàn;thì chung xe nch như bth chớ sao chời:>
2026-01-16 21:59:44;Nghĩa Đoàn;hết gòi
2026-01-16 21:59:51;Mai Quỳnh Anh;=)))))))
2026-01-16 21:59:52;Nghĩa Đoàn;dô cổng thì ai tới tòa ng đấy thôi
2026-01-16 21:59:53;Hà Đăng Khôi;=)))))))))))
2026-01-16 21:59:53;Nghĩa Đoàn;:))))
2026-01-16 21:59:53;Mai Quỳnh Anh;ê má
2026-01-16 22:00:02;Mai Quỳnh Anh;đang định ôn oop mà không dám ngưng vs cái gr này
2026-01-16 22:00:03;Lê Ngọc Tuyền;=))
2026-01-16 22:00:03;Mai Quỳnh Anh;sợ nổ
2026-01-16 22:00:05;Mai Quỳnh Anh;=))))))
2026-01-16 22:00:10;Lê Ngọc Tuyền;ngưng là HT bị..
2026-01-16 22:00:11;Lê Ngọc Tuyền;=))
